,name,CEFR,Error_type
295,2014_AAl_17_2.txt,B1+,Spelling
296,2014_AAl_17_2.txt,B1+,Spelling
297,2014_AAl_17_2.txt,B1+,Word choice
298,2014_AAl_17_2.txt,B1+,Articles
299,2014_AAl_17_2.txt,B1+,Confusion of categories
300,2014_AAl_17_2.txt,B1+,Confusion of categories
301,2014_AAl_17_2.txt,B1+,Absence of a component in clause or sentence
302,2014_AAl_17_2.txt,B1+,Determiners
303,2014_AAl_17_2.txt,B1+,Noun number
304,2014_AAl_17_2.txt,B1+,Articles
305,2014_AAl_17_2.txt,B1+,Articles
306,2014_AAl_17_2.txt,B1+,Spelling
307,2014_AAl_17_2.txt,B1+,Spelling
308,2014_AAl_17_2.txt,B1+,Referential device
309,2014_AAl_17_2.txt,B1+,Tense form
310,2014_AAl_17_2.txt,B1+,Articles
311,2014_AAl_17_2.txt,B1+,Articles
312,2014_AAl_17_2.txt,B1+,Agreement
313,2014_AAl_17_2.txt,B1+,Articles
314,2014_AAl_17_2.txt,B1+,Relative clauses
315,2014_AAl_17_2.txt,B1+,Choice of lexical item
316,2014_AAl_17_2.txt,B1+,Articles
317,2014_AAl_17_2.txt,B1+,Noun number
318,2014_AAl_17_2.txt,B1+,Noun number
319,2014_AAl_17_2.txt,B1+,Agreement
320,2014_AAl_17_2.txt,B1+,Spelling
321,2014_AAl_17_2.txt,B1+,Articles
322,2014_AAl_17_2.txt,B1+,Choice of tense
323,2014_AAl_17_2.txt,B1+,Choice of tense
324,2014_AAl_17_2.txt,B1+,Referential device
325,2014_AAl_17_2.txt,B1+,Linking device
350,2014_AAl_18_2.txt,C1,Noun number
351,2014_AAl_18_2.txt,C1,Articles
352,2014_AAl_18_2.txt,C1,"Change, addition, deletion of a part of collocation"
353,2014_AAl_18_2.txt,C1,Pronouns
354,2014_AAl_18_2.txt,C1,Articles
355,2014_AAl_18_2.txt,C1,Articles
356,2014_AAl_18_2.txt,C1,Ð˜ÑÐ¿Ñ€Ð°Ð²Ð»ÐµÐ½Ð¸Ðµ
357,2014_AAl_18_2.txt,C1,Word choice
370,2014_AAl_19_2.txt,B1+,Spelling
371,2014_AAl_19_2.txt,B1+,Spelling
372,2014_AAl_19_2.txt,B1+,Spelling
373,2014_AAl_19_2.txt,B1+,Spelling
374,2014_AAl_19_2.txt,B1+,Spelling
375,2014_AAl_19_2.txt,B1+,Derivational affixes
376,2014_AAl_19_2.txt,B1+,Word choice
377,2014_AAl_19_2.txt,B1+,Spelling
378,2014_AAl_19_2.txt,B1+,Coherence
379,2014_AAl_19_2.txt,B1+,Spelling
380,2014_AAl_19_2.txt,B1+,Word choice
381,2014_AAl_19_2.txt,B1+,Confusion of categories
382,2014_AAl_19_2.txt,B1+,Confusion of categories
383,2014_AAl_19_2.txt,B1+,Word choice
384,2014_AAl_19_2.txt,B1+,"Change, addition, deletion of a part of collocation"
385,2014_AAl_19_2.txt,B1+,Prepositions
386,2014_AAl_19_2.txt,B1+,Word choice
387,2014_AAl_19_2.txt,B1+,Spelling
388,2014_AAl_19_2.txt,B1+,"Change, addition, deletion of a part of collocation"
389,2014_AAl_19_2.txt,B1+,Parallel constructions
390,2014_AAl_19_2.txt,B1+,Determiners
391,2014_AAl_19_2.txt,B1+,Spelling
392,2014_AAl_19_2.txt,B1+,Articles
393,2014_AAl_19_2.txt,B1+,Word order
394,2014_AAl_19_2.txt,B1+,Choice of tense
395,2014_AAl_19_2.txt,B1+,Coherence
396,2014_AAl_19_2.txt,B1+,Word order
397,2014_AAl_19_2.txt,B1+,Capitalisation
398,2014_AAl_19_2.txt,B1+,Agreement
399,2014_AAl_19_2.txt,B1+,Confusion of categories
400,2014_AAl_19_2.txt,B1+,Choice of tense
401,2014_AAl_19_2.txt,B1+,Referential device
402,2014_AAl_19_2.txt,B1+,"Change, addition, deletion of a part of collocation"
403,2014_AAl_19_2.txt,B1+,Referential device
404,2014_AAl_19_2.txt,B1+,Word choice
405,2014_AAl_19_2.txt,B1+,"Change, addition, deletion of a part of collocation"
406,2014_AAl_19_2.txt,B1+,Infinitive construction
407,2014_AAl_19_2.txt,B1+,Agreement
408,2014_AAl_19_2.txt,B1+,Coherence
409,2014_AAl_19_2.txt,B1+,Articles
410,2014_AAl_19_2.txt,B1+,Coherence
411,2014_AAl_19_2.txt,B1+,Confusion of categories
412,2014_AAl_19_2.txt,B1+,Tense form
413,2014_AAl_19_2.txt,B1+,Spelling
414,2014_AAl_19_2.txt,B1+,Articles
415,2014_AAl_19_2.txt,B1+,Punctuation
416,2014_AAl_19_2.txt,B1+,Choice of lexical item
417,2014_AAl_19_2.txt,B1+,Word choice
418,2014_AAl_19_2.txt,B1+,"Change, addition, deletion of a part of collocation"
419,2014_AAl_19_2.txt,B1+,Confusion of categories
420,2014_AAl_19_2.txt,B1+,Spelling
421,2014_AAl_19_2.txt,B1+,Spelling
422,2014_AAl_19_2.txt,B1+,Word order
423,2014_AAl_19_2.txt,B1+,Prepositions
424,2014_AAl_19_2.txt,B1+,Articles
425,2014_AAl_19_2.txt,B1+,Spelling
426,2014_AAl_19_2.txt,B1+,Spelling
427,2014_AAl_19_2.txt,B1+,Spelling
428,2014_AAl_19_2.txt,B1+,Spelling
429,2014_AAl_19_2.txt,B1+,Spelling
430,2014_AAl_19_2.txt,B1+,Spelling
431,2014_AAl_19_2.txt,B1+,Redundant component in clause or sentence
432,2014_AAl_19_2.txt,B1+,Redundant component in clause or sentence
503,2014_AAl_1_2.txt,B1,Choice of tense
504,2014_AAl_1_2.txt,B1,Spelling
505,2014_AAl_1_2.txt,B1,Spelling
506,2014_AAl_1_2.txt,B1,"Change, addition, deletion of a part of collocation"
507,2014_AAl_1_2.txt,B1,Spelling
508,2014_AAl_1_2.txt,B1,Spelling
509,2014_AAl_1_2.txt,B1,Spelling
510,2014_AAl_1_2.txt,B1,Spelling
511,2014_AAl_1_2.txt,B1,Spelling
512,2014_AAl_1_2.txt,B1,Spelling
513,2014_AAl_1_2.txt,B1,Capitalisation
514,2014_AAl_1_2.txt,B1,Articles
515,2014_AAl_1_2.txt,B1,Derivational affixes
516,2014_AAl_1_2.txt,B1,Confusion of categories
517,2014_AAl_1_2.txt,B1,Verb pattern
518,2014_AAl_1_2.txt,B1,Inappropriate register
519,2014_AAl_1_2.txt,B1,Word order
520,2014_AAl_1_2.txt,B1,Articles
521,2014_AAl_1_2.txt,B1,Word choice
522,2014_AAl_1_2.txt,B1,Articles
523,2014_AAl_1_2.txt,B1,Verb pattern
524,2014_AAl_1_2.txt,B1,Punctuation
525,2014_AAl_1_2.txt,B1,"Change, addition, deletion of a part of collocation"
526,2014_AAl_1_2.txt,B1,Absence of necessary explanation or detail
527,2014_AAl_1_2.txt,B1,Choice of lexical item
528,2014_AAl_1_2.txt,B1,Articles
529,2014_AAl_1_2.txt,B1,Prepositions
530,2014_AAl_1_2.txt,B1,Articles
531,2014_AAl_1_2.txt,B1,Prepositional adjective
532,2014_AAl_1_2.txt,B1,Articles
533,2014_AAl_1_2.txt,B1,Articles
534,2014_AAl_1_2.txt,B1,Verb pattern
535,2014_AAl_1_2.txt,B1,Word order
536,2014_AAl_1_2.txt,B1,Word choice
537,2014_AAl_1_2.txt,B1,Articles
538,2014_AAl_1_2.txt,B1,Choice of lexical item
539,2014_AAl_1_2.txt,B1,Agreement
540,2014_AAl_1_2.txt,B1,Choice of lexical item
541,2014_AAl_1_2.txt,B1,Choice of lexical item
542,2014_AAl_1_2.txt,B1,Prepositions
543,2014_AAl_1_2.txt,B1,Articles
544,2014_AAl_1_2.txt,B1,Word choice
545,2014_AAl_1_2.txt,B1,Word choice
546,2014_AAl_1_2.txt,B1,Agreement
547,2014_AAl_1_2.txt,B1,Determiners
548,2014_AAl_1_2.txt,B1,Spelling
549,2014_AAl_1_2.txt,B1,Prepositions
550,2014_AAl_1_2.txt,B1,Determiners
551,2014_AAl_1_2.txt,B1,Determiners
552,2014_AAl_1_2.txt,B1,Choice of lexical item
553,2014_AAl_1_2.txt,B1,Confusion of categories
554,2014_AAl_1_2.txt,B1,Choice of lexical item
555,2014_AAl_1_2.txt,B1,"Change, addition, deletion of a part of collocation"
556,2014_AAl_1_2.txt,B1,Choice of lexical item
557,2014_AAl_1_2.txt,B1,Spelling
558,2014_AAl_1_2.txt,B1,Spelling
559,2014_AAl_1_2.txt,B1,Choice of lexical item
560,2014_AAl_1_2.txt,B1,Spelling
561,2014_AAl_1_2.txt,B1,Spelling
562,2014_AAl_1_2.txt,B1,Redundant component in clause or sentence
578,2014_AAl_20_2.txt,B1,Modals
579,2014_AAl_20_2.txt,B1,Punctuation
580,2014_AAl_20_2.txt,B1,Choice of lexical item
581,2014_AAl_20_2.txt,B1,Absence of a component in clause or sentence
582,2014_AAl_20_2.txt,B1,Articles
583,2014_AAl_20_2.txt,B1,Articles
584,2014_AAl_20_2.txt,B1,Articles
585,2014_AAl_20_2.txt,B1,Spelling
586,2014_AAl_20_2.txt,B1,Spelling
587,2014_AAl_20_2.txt,B1,Spelling
588,2014_AAl_20_2.txt,B1,Spelling
589,2014_AAl_20_2.txt,B1,Articles
590,2014_AAl_20_2.txt,B1,Articles
591,2014_AAl_20_2.txt,B1,Comparative construction
592,2014_AAl_20_2.txt,B1,Word order
593,2014_AAl_20_2.txt,B1,Articles
594,2014_AAl_20_2.txt,B1,Word choice
595,2014_AAl_20_2.txt,B1,Absence of a component in clause or sentence
596,2014_AAl_20_2.txt,B1,"Change, addition, deletion of a part of collocation"
597,2014_AAl_20_2.txt,B1,Choice of tense
598,2014_AAl_20_2.txt,B1,Coherence
599,2014_AAl_20_2.txt,B1,Linking device
600,2014_AAl_20_2.txt,B1,Articles
601,2014_AAl_20_2.txt,B1,Word choice
602,2014_AAl_20_2.txt,B1,Word choice
603,2014_AAl_20_2.txt,B1,Noun number
604,2014_AAl_20_2.txt,B1,Verb pattern
605,2014_AAl_20_2.txt,B1,Punctuation
606,2014_AAl_20_2.txt,B1,Absence of a component in clause or sentence
607,2014_AAl_20_2.txt,B1,Agreement
608,2014_AAl_20_2.txt,B1,Verb pattern
609,2014_AAl_20_2.txt,B1,Determiners
610,2014_AAl_20_2.txt,B1,Prepositional adjective
611,2014_AAl_20_2.txt,B1,Choice of tense
612,2014_AAl_20_2.txt,B1,Choice of tense
613,2014_AAl_20_2.txt,B1,Conjunctions
614,2014_AAl_20_2.txt,B1,Choice of lexical item
615,2014_AAl_20_2.txt,B1,Word order
616,2014_AAl_20_2.txt,B1,Coherence
617,2014_AAl_20_2.txt,B1,Referential device
618,2014_AAl_20_2.txt,B1,Choice of tense
619,2014_AAl_20_2.txt,B1,Agreement
620,2014_AAl_20_2.txt,B1,Word choice
621,2014_AAl_20_2.txt,B1,Punctuation
622,2014_AAl_20_2.txt,B1,Choice of tense
623,2014_AAl_20_2.txt,B1,Word choice
624,2014_AAl_20_2.txt,B1,Spelling
625,2014_AAl_20_2.txt,B1,Word choice
626,2014_AAl_20_2.txt,B1,Linking device
645,2014_AAl_21_2.txt,B1,Noun number
646,2014_AAl_21_2.txt,B1,Articles
647,2014_AAl_21_2.txt,B1,Choice of lexical item
648,2014_AAl_21_2.txt,B1,Spelling
649,2014_AAl_21_2.txt,B1,Choice of lexical item
650,2014_AAl_21_2.txt,B1,Confusion of categories
651,2014_AAl_21_2.txt,B1,Prepositions
652,2014_AAl_21_2.txt,B1,Agreement
653,2014_AAl_21_2.txt,B1,Choice of lexical item
654,2014_AAl_21_2.txt,B1,Spelling
655,2014_AAl_21_2.txt,B1,Spelling
656,2014_AAl_21_2.txt,B1,Agreement
657,2014_AAl_21_2.txt,B1,Agreement
658,2014_AAl_21_2.txt,B1,Articles
659,2014_AAl_21_2.txt,B1,Absence of a component in clause or sentence
660,2014_AAl_21_2.txt,B1,Absence of necessary explanation or detail
661,2014_AAl_21_2.txt,B1,Noun number
662,2014_AAl_21_2.txt,B1,Confusion of categories
663,2014_AAl_21_2.txt,B1,Choice of lexical item
664,2014_AAl_21_2.txt,B1,Absence of a component in clause or sentence
665,2014_AAl_21_2.txt,B1,Noun number
666,2014_AAl_21_2.txt,B1,Prepositions
667,2014_AAl_21_2.txt,B1,Negation
668,2014_AAl_21_2.txt,B1,Voice
669,2014_AAl_21_2.txt,B1,Noun number
670,2014_AAl_21_2.txt,B1,Punctuation
671,2014_AAl_21_2.txt,B1,Articles
672,2014_AAl_21_2.txt,B1,Absence of a component in clause or sentence
673,2014_AAl_21_2.txt,B1,Choice of lexical item
674,2014_AAl_21_2.txt,B1,Prepositions
675,2014_AAl_21_2.txt,B1,Verb pattern
676,2014_AAl_21_2.txt,B1,Punctuation
677,2014_AAl_21_2.txt,B1,Articles
678,2014_AAl_21_2.txt,B1,Articles
679,2014_AAl_21_2.txt,B1,Spelling
680,2014_AAl_21_2.txt,B1,Modals
681,2014_AAl_21_2.txt,B1,Spelling
682,2014_AAl_21_2.txt,B1,Redundant component in clause or sentence
683,2014_AAl_21_2.txt,B1,Redundant component in clause or sentence
684,2014_AAl_21_2.txt,B1,Redundant component in clause or sentence
685,2014_AAl_21_2.txt,B1,Redundant component in clause or sentence
686,2014_AAl_21_2.txt,B1,Redundant component in clause or sentence
687,2014_AAl_21_2.txt,B1,Redundant component in clause or sentence
688,2014_AAl_21_2.txt,B1,Noun number
689,2014_AAl_21_2.txt,B1,Redundant component in clause or sentence
724,2014_AAl_22_2.txt,B1+,Spelling
725,2014_AAl_22_2.txt,B1+,Spelling
726,2014_AAl_22_2.txt,B1+,Referential device
727,2014_AAl_22_2.txt,B1+,Articles
728,2014_AAl_22_2.txt,B1+,Noun number
729,2014_AAl_22_2.txt,B1+,Articles
730,2014_AAl_22_2.txt,B1+,Articles
731,2014_AAl_22_2.txt,B1+,Referential device
732,2014_AAl_22_2.txt,B1+,Articles
733,2014_AAl_22_2.txt,B1+,Comparative construction
734,2014_AAl_22_2.txt,B1+,Articles
735,2014_AAl_22_2.txt,B1+,Noun number
736,2014_AAl_22_2.txt,B1+,Articles
737,2014_AAl_22_2.txt,B1+,Word choice
738,2014_AAl_22_2.txt,B1+,Inappropriate register
739,2014_AAl_22_2.txt,B1+,Spelling
740,2014_AAl_22_2.txt,B1+,Spelling
741,2014_AAl_22_2.txt,B1+,Spelling
742,2014_AAl_22_2.txt,B1+,Spelling
743,2014_AAl_22_2.txt,B1+,Noun number
744,2014_AAl_22_2.txt,B1+,Spelling
745,2014_AAl_22_2.txt,B1+,Prepositional adjective
746,2014_AAl_22_2.txt,B1+,Articles
747,2014_AAl_22_2.txt,B1+,Verb pattern
748,2014_AAl_22_2.txt,B1+,Punctuation
749,2014_AAl_22_2.txt,B1+,Choice of lexical item
750,2014_AAl_22_2.txt,B1+,Coherence
751,2014_AAl_22_2.txt,B1+,Verb pattern
752,2014_AAl_22_2.txt,B1+,Relative clauses
753,2014_AAl_22_2.txt,B1+,Word choice
754,2014_AAl_22_2.txt,B1+,Word choice
755,2014_AAl_22_2.txt,B1+,Articles
756,2014_AAl_22_2.txt,B1+,Voice
757,2014_AAl_22_2.txt,B1+,Derivation
758,2014_AAl_22_2.txt,B1+,Confusion of categories
759,2014_AAl_22_2.txt,B1+,Punctuation
760,2014_AAl_22_2.txt,B1+,Voice
761,2014_AAl_22_2.txt,B1+,Confusion of categories
762,2014_AAl_22_2.txt,B1+,Word choice
763,2014_AAl_22_2.txt,B1+,Spelling
764,2014_AAl_22_2.txt,B1+,Articles
765,2014_AAl_22_2.txt,B1+,Agreement
766,2014_AAl_22_2.txt,B1+,Noun number
767,2014_AAl_22_2.txt,B1+,Agreement
768,2014_AAl_22_2.txt,B1+,Parallel constructions
769,2014_AAl_22_2.txt,B1+,Choice of lexical item
770,2014_AAl_22_2.txt,B1+,Redundant component in clause or sentence
771,2014_AAl_22_2.txt,B1+,Punctuation
772,2014_AAl_22_2.txt,B1+,Punctuation
773,2014_AAl_22_2.txt,B1+,Confusion of categories
774,2014_AAl_22_2.txt,B1+,Punctuation
775,2014_AAl_22_2.txt,B1+,Punctuation
776,2014_AAl_22_2.txt,B1+,Punctuation
777,2014_AAl_22_2.txt,B1+,Relative clauses
778,2014_AAl_22_2.txt,B1+,Spelling
779,2014_AAl_22_2.txt,B1+,Redundant component in clause or sentence
780,2014_AAl_22_2.txt,B1+,Punctuation
781,2014_AAl_22_2.txt,B1+,Modals
782,2014_AAl_22_2.txt,B1+,Derivational affixes
783,2014_AAl_22_2.txt,B1+,Word choice
784,2014_AAl_22_2.txt,B1+,Negation
785,2014_AAl_22_2.txt,B1+,Redundant component in clause or sentence
786,2014_AAl_22_2.txt,B1+,Relative clauses
787,2014_AAl_22_2.txt,B1+,Punctuation
811,2014_AAl_23_2.txt,B1+,Confusion of categories
812,2014_AAl_23_2.txt,B1+,Spelling
813,2014_AAl_23_2.txt,B1+,Determiners
814,2014_AAl_23_2.txt,B1+,Spelling
815,2014_AAl_23_2.txt,B1+,Spelling
816,2014_AAl_23_2.txt,B1+,Spelling
817,2014_AAl_23_2.txt,B1+,Spelling
818,2014_AAl_23_2.txt,B1+,Articles
819,2014_AAl_23_2.txt,B1+,Linking device
820,2014_AAl_23_2.txt,B1+,Choice of lexical item
821,2014_AAl_23_2.txt,B1+,Spelling
822,2014_AAl_23_2.txt,B1+,Word order
823,2014_AAl_23_2.txt,B1+,Tense form
824,2014_AAl_23_2.txt,B1+,Negation
825,2014_AAl_23_2.txt,B1+,Relative clauses
826,2014_AAl_23_2.txt,B1+,Spelling
827,2014_AAl_23_2.txt,B1+,Word order
828,2014_AAl_23_2.txt,B1+,Word order
829,2014_AAl_23_2.txt,B1+,Comparative construction
830,2014_AAl_23_2.txt,B1+,Noun number
831,2014_AAl_23_2.txt,B1+,Comparative construction
832,2014_AAl_23_2.txt,B1+,Articles
833,2014_AAl_23_2.txt,B1+,Confusion of categories
834,2014_AAl_23_2.txt,B1+,Confusion of categories
835,2014_AAl_23_2.txt,B1+,Choice of lexical item
836,2014_AAl_23_2.txt,B1+,Noun number
837,2014_AAl_23_2.txt,B1+,Prepositions
838,2014_AAl_23_2.txt,B1+,Relative clauses
839,2014_AAl_23_2.txt,B1+,Spelling
840,2014_AAl_23_2.txt,B1+,Relative clauses
841,2014_AAl_23_2.txt,B1+,Modals
842,2014_AAl_23_2.txt,B1+,Redundant component in clause or sentence
843,2014_AAl_23_2.txt,B1+,Choice of lexical item
844,2014_AAl_23_2.txt,B1+,Spelling
845,2014_AAl_23_2.txt,B1+,Punctuation
846,2014_AAl_23_2.txt,B1+,Redundant component in clause or sentence
882,2014_AAl_24_2.txt,B1+,Articles
883,2014_AAl_24_2.txt,B1+,Confusion of categories
884,2014_AAl_24_2.txt,B1+,Spelling
885,2014_AAl_24_2.txt,B1+,Choice of lexical item
