,name,CEFR,Error_type
10822,2014_EEm_28_1.txt,B1,"Change, addition, deletion of a part of collocation"
10823,2014_EEm_28_1.txt,B1,Confusion of categories
10824,2014_EEm_28_1.txt,B1,Confusion of categories
10825,2014_EEm_28_1.txt,B1,Absence of necessary explanation or detail
10826,2014_EEm_28_1.txt,B1,Coherence
10827,2014_EEm_28_1.txt,B1,Referential device
10828,2014_EEm_28_1.txt,B1,Choice of tense
10829,2014_EEm_28_1.txt,B1,Choice of tense
10830,2014_EEm_28_1.txt,B1,Absence of a component in clause or sentence
10831,2014_EEm_28_1.txt,B1,Confusion of categories
10832,2014_EEm_28_1.txt,B1,Choice of lexical item
10833,2014_EEm_28_1.txt,B1,Determiners
10834,2014_EEm_28_1.txt,B1,Linking device
10835,2014_EEm_28_1.txt,B1,Articles
10836,2014_EEm_28_1.txt,B1,Spelling
10837,2014_EEm_28_1.txt,B1,Referential device
10838,2014_EEm_28_1.txt,B1,Redundant component in clause or sentence
10839,2014_EEm_28_1.txt,B1,Redundant component in clause or sentence
10840,2014_EEm_28_1.txt,B1,Redundant component in clause or sentence
10841,2014_EEm_28_1.txt,B1,Redundant component in clause or sentence
10858,2014_EEm_29_1.txt,B2+,Articles
10859,2014_EEm_29_1.txt,B2+,Spelling
10860,2014_EEm_29_1.txt,B2+,Spelling
10861,2014_EEm_29_1.txt,B2+,Articles
10862,2014_EEm_29_1.txt,B2+,Spelling
10863,2014_EEm_29_1.txt,B2+,Spelling
10864,2014_EEm_29_1.txt,B2+,Noun number
10865,2014_EEm_29_1.txt,B2+,Articles
10866,2014_EEm_29_1.txt,B2+,Choice of tense
10867,2014_EEm_29_1.txt,B2+,Absence of necessary explanation or detail
10868,2014_EEm_29_1.txt,B2+,"Change, addition, deletion of a part of collocation"
10869,2014_EEm_29_1.txt,B2+,Choice of lexical item
10870,2014_EEm_29_1.txt,B2+,Spelling
10871,2014_EEm_29_1.txt,B2+,Word order
10872,2014_EEm_29_1.txt,B2+,Choice of lexical item
10873,2014_EEm_29_1.txt,B2+,Choice of lexical item
10874,2014_EEm_29_1.txt,B2+,Word choice
10875,2014_EEm_29_1.txt,B2+,Absence of necessary explanation or detail
10876,2014_EEm_29_1.txt,B2+,Articles
10877,2014_EEm_29_1.txt,B2+,Absence of necessary explanation or detail
10878,2014_EEm_29_1.txt,B2+,Articles
10879,2014_EEm_29_1.txt,B2+,Choice of lexical item
10880,2014_EEm_29_1.txt,B2+,Agreement
10881,2014_EEm_29_1.txt,B2+,Articles
10882,2014_EEm_29_1.txt,B2+,Spelling
10883,2014_EEm_29_1.txt,B2+,Agreement
10884,2014_EEm_29_1.txt,B2+,Choice of lexical item
10885,2014_EEm_29_1.txt,B2+,Agreement
10886,2014_EEm_29_1.txt,B2+,Choice of lexical item
10887,2014_EEm_29_1.txt,B2+,Choice of lexical item
10888,2014_EEm_29_1.txt,B2+,Degree of comparison
10889,2014_EEm_29_1.txt,B2+,Choice of lexical item
10890,2014_EEm_29_1.txt,B2+,Prepositions
10913,2014_EEm_2_1.txt,B1+,Articles
10914,2014_EEm_2_1.txt,B1+,Referential device
10915,2014_EEm_2_1.txt,B1+,Choice of lexical item
10916,2014_EEm_2_1.txt,B1+,Redundant component in clause or sentence
10917,2014_EEm_2_1.txt,B1+,Prepositions
10918,2014_EEm_2_1.txt,B1+,Choice of tense
10919,2014_EEm_2_1.txt,B1+,Choice of tense
10920,2014_EEm_2_1.txt,B1+,Choice of tense
10921,2014_EEm_2_1.txt,B1+,"Change, addition, deletion of a part of collocation"
10922,2014_EEm_2_1.txt,B1+,Voice
10923,2014_EEm_2_1.txt,B1+,Linking device
10924,2014_EEm_2_1.txt,B1+,Redundant component in clause or sentence
10925,2014_EEm_2_1.txt,B1+,Confusion of categories
10944,2014_EEm_30_1.txt,B1+,Articles
10945,2014_EEm_30_1.txt,B1+,Spelling
10946,2014_EEm_30_1.txt,B1+,Prepositions
10947,2014_EEm_30_1.txt,B1+,Prepositions
10948,2014_EEm_30_1.txt,B1+,Absence of necessary explanation or detail
10949,2014_EEm_30_1.txt,B1+,Prepositions
10950,2014_EEm_30_1.txt,B1+,Redundant component in clause or sentence
10951,2014_EEm_30_1.txt,B1+,Choice of lexical item
10952,2014_EEm_30_1.txt,B1+,Prepositions
10953,2014_EEm_30_1.txt,B1+,Choice of lexical item
10954,2014_EEm_30_1.txt,B1+,Absence of necessary explanation or detail
10955,2014_EEm_30_1.txt,B1+,Choice of lexical item
10956,2014_EEm_30_1.txt,B1+,Articles
10972,2014_EEm_31_1.txt,B1+,Spelling
10973,2014_EEm_31_1.txt,B1+,Spelling
10974,2014_EEm_31_1.txt,B1+,Spelling
10975,2014_EEm_31_1.txt,B1+,Spelling
10976,2014_EEm_31_1.txt,B1+,Spelling
10977,2014_EEm_31_1.txt,B1+,Articles
10978,2014_EEm_31_1.txt,B1+,Prepositions
10979,2014_EEm_31_1.txt,B1+,Articles
10980,2014_EEm_31_1.txt,B1+,Choice of lexical item
10981,2014_EEm_31_1.txt,B1+,Word order
10982,2014_EEm_31_1.txt,B1+,Redundant component in clause or sentence
10983,2014_EEm_31_1.txt,B1+,Articles
10984,2014_EEm_31_1.txt,B1+,Choice of lexical item
10985,2014_EEm_31_1.txt,B1+,Articles
10986,2014_EEm_31_1.txt,B1+,Word order
10987,2014_EEm_31_1.txt,B1+,Choice of lexical item
10988,2014_EEm_31_1.txt,B1+,Articles
10989,2014_EEm_31_1.txt,B1+,Noun number
10990,2014_EEm_31_1.txt,B1+,Tense form
10991,2014_EEm_31_1.txt,B1+,Articles
10992,2014_EEm_31_1.txt,B1+,Prepositions
10993,2014_EEm_31_1.txt,B1+,Punctuation
10994,2014_EEm_31_1.txt,B1+,Numerals
10995,2014_EEm_31_1.txt,B1+,Articles
10996,2014_EEm_31_1.txt,B1+,Prepositions
10997,2014_EEm_31_1.txt,B1+,Articles
10998,2014_EEm_31_1.txt,B1+,Articles
10999,2014_EEm_31_1.txt,B1+,Derivational affixes
11000,2014_EEm_31_1.txt,B1+,Choice of tense
11001,2014_EEm_31_1.txt,B1+,Spelling
11002,2014_EEm_31_1.txt,B1+,Choice of tense
11003,2014_EEm_31_1.txt,B1+,Prepositions
11004,2014_EEm_31_1.txt,B1+,Spelling
11005,2014_EEm_31_1.txt,B1+,Prepositions
11006,2014_EEm_31_1.txt,B1+,Choice of lexical item
11007,2014_EEm_31_1.txt,B1+,Articles
11008,2014_EEm_31_1.txt,B1+,Derivational affixes
11009,2014_EEm_31_1.txt,B1+,Redundant component in clause or sentence
11051,2014_EEm_32_1.txt,B1+,Spelling
11052,2014_EEm_32_1.txt,B1+,Spelling
11053,2014_EEm_32_1.txt,B1+,Articles
11054,2014_EEm_32_1.txt,B1+,Prepositions
11055,2014_EEm_32_1.txt,B1+,Articles
11056,2014_EEm_32_1.txt,B1+,Possessive form of a noun
11057,2014_EEm_32_1.txt,B1+,Punctuation
11058,2014_EEm_32_1.txt,B1+,Prepositions
11059,2014_EEm_32_1.txt,B1+,Spelling
11060,2014_EEm_32_1.txt,B1+,Spelling
11061,2014_EEm_32_1.txt,B1+,Articles
11062,2014_EEm_32_1.txt,B1+,Prepositions
11063,2014_EEm_32_1.txt,B1+,Possessive form of a noun
11064,2014_EEm_32_1.txt,B1+,Word order
11065,2014_EEm_32_1.txt,B1+,Articles
11066,2014_EEm_32_1.txt,B1+,Articles
11067,2014_EEm_32_1.txt,B1+,Word order
11068,2014_EEm_32_1.txt,B1+,Redundant component in clause or sentence
11069,2014_EEm_32_1.txt,B1+,Prepositions
11070,2014_EEm_32_1.txt,B1+,Articles
11071,2014_EEm_32_1.txt,B1+,Prepositions
11072,2014_EEm_32_1.txt,B1+,Articles
11073,2014_EEm_32_1.txt,B1+,Redundant component in clause or sentence
11074,2014_EEm_32_1.txt,B1+,Articles
11075,2014_EEm_32_1.txt,B1+,Possessive form of a noun
11076,2014_EEm_32_1.txt,B1+,Tense form
11077,2014_EEm_32_1.txt,B1+,Choice of lexical item
11078,2014_EEm_32_1.txt,B1+,Numerals
11110,2014_EEm_33_1.txt,B1,Spelling
11111,2014_EEm_33_1.txt,B1,Spelling
11112,2014_EEm_33_1.txt,B1,Word order
11113,2014_EEm_33_1.txt,B1,Absence of a component in clause or sentence
11114,2014_EEm_33_1.txt,B1,Articles
11115,2014_EEm_33_1.txt,B1,Redundant component in clause or sentence
11116,2014_EEm_33_1.txt,B1,Absence of a component in clause or sentence
11117,2014_EEm_33_1.txt,B1,Articles
11118,2014_EEm_33_1.txt,B1,Articles
11119,2014_EEm_33_1.txt,B1,Choice of lexical item
11120,2014_EEm_33_1.txt,B1,Choice of lexical item
11121,2014_EEm_33_1.txt,B1,Absence of a component in clause or sentence
11122,2014_EEm_33_1.txt,B1,Articles
11123,2014_EEm_33_1.txt,B1,Choice of tense
11124,2014_EEm_33_1.txt,B1,Absence of necessary explanation or detail
11125,2014_EEm_33_1.txt,B1,Redundant component in clause or sentence
11126,2014_EEm_33_1.txt,B1,"Change, addition, deletion of a part of collocation"
11127,2014_EEm_33_1.txt,B1,Choice of lexical item
11128,2014_EEm_33_1.txt,B1,Choice of tense
11129,2014_EEm_33_1.txt,B1,Prepositions
11130,2014_EEm_33_1.txt,B1,Prepositions
11131,2014_EEm_33_1.txt,B1,Articles
11132,2014_EEm_33_1.txt,B1,Articles
11133,2014_EEm_33_1.txt,B1,Derivational affixes
11134,2014_EEm_33_1.txt,B1,Redundant component in clause or sentence
11135,2014_EEm_33_1.txt,B1,Articles
11136,2014_EEm_33_1.txt,B1,Agreement
11137,2014_EEm_33_1.txt,B1,Redundant component in clause or sentence
11138,2014_EEm_33_1.txt,B1,Articles
11139,2014_EEm_33_1.txt,B1,Word order
11140,2014_EEm_33_1.txt,B1,Agreement
11141,2014_EEm_33_1.txt,B1,Noun number
11142,2014_EEm_33_1.txt,B1,Articles
11143,2014_EEm_33_1.txt,B1,Articles
11144,2014_EEm_33_1.txt,B1,Comparative construction
11145,2014_EEm_33_1.txt,B1,Choice of lexical item
11146,2014_EEm_33_1.txt,B1,Derivational affixes
11147,2014_EEm_33_1.txt,B1,Choice of lexical item
11148,2014_EEm_33_1.txt,B1,Articles
11149,2014_EEm_33_1.txt,B1,Derivation
11150,2014_EEm_33_1.txt,B1,Spelling
11211,2014_EEm_34_1.txt,B1+,Choice of lexical item
11212,2014_EEm_34_1.txt,B1+,Absence of a component in clause or sentence
11213,2014_EEm_34_1.txt,B1+,Articles
11214,2014_EEm_34_1.txt,B1+,Choice of lexical item
11215,2014_EEm_34_1.txt,B1+,Spelling
11235,2014_EEm_35_1.txt,B1+,Redundant component in clause or sentence
11236,2014_EEm_35_1.txt,B1+,Prepositions
11237,2014_EEm_35_1.txt,B1+,Choice of tense
11238,2014_EEm_35_1.txt,B1+,Absence of a component in clause or sentence
11239,2014_EEm_35_1.txt,B1+,Absence of a component in clause or sentence
11240,2014_EEm_35_1.txt,B1+,Choice of lexical item
11241,2014_EEm_35_1.txt,B1+,Tense form
11242,2014_EEm_35_1.txt,B1+,Choice of lexical item
11243,2014_EEm_35_1.txt,B1+,Choice of tense
11258,2014_EEm_36_1.txt,B1+,Word choice
11259,2014_EEm_36_1.txt,B1+,Articles
11260,2014_EEm_36_1.txt,B1+,Agreement
11261,2014_EEm_36_1.txt,B1+,Articles
11262,2014_EEm_36_1.txt,B1+,Articles
11263,2014_EEm_36_1.txt,B1+,"Change, addition, deletion of a part of collocation"
11264,2014_EEm_36_1.txt,B1+,Choice of tense
11265,2014_EEm_36_1.txt,B1+,Numerals
11266,2014_EEm_36_1.txt,B1+,Articles
11267,2014_EEm_36_1.txt,B1+,Spelling
11268,2014_EEm_36_1.txt,B1+,Choice of lexical item
11269,2014_EEm_36_1.txt,B1+,Choice of lexical item
11270,2014_EEm_36_1.txt,B1+,Agreement
11271,2014_EEm_36_1.txt,B1+,Articles
11272,2014_EEm_36_1.txt,B1+,Spelling
11273,2014_EEm_36_1.txt,B1+,Choice of lexical item
11274,2014_EEm_36_1.txt,B1+,Articles
11275,2014_EEm_36_1.txt,B1+,Comparative construction
11276,2014_EEm_36_1.txt,B1+,Choice of lexical item
11277,2014_EEm_36_1.txt,B1+,Derivational affixes
11278,2014_EEm_36_1.txt,B1+,Articles
11279,2014_EEm_36_1.txt,B1+,Word choice
11280,2014_EEm_36_1.txt,B1+,Articles
11281,2014_EEm_36_1.txt,B1+,Degree of comparison
11282,2014_EEm_36_1.txt,B1+,Determiners
11283,2014_EEm_36_1.txt,B1+,Articles
11284,2014_EEm_36_1.txt,B1+,Word choice
11285,2014_EEm_36_1.txt,B1+,Confusion of categories
11286,2014_EEm_36_1.txt,B1+,Word order
11287,2014_EEm_36_1.txt,B1+,Prepositions
11288,2014_EEm_36_1.txt,B1+,Absence of necessary explanation or detail
11289,2014_EEm_36_1.txt,B1+,Choice of lexical item
11290,2014_EEm_36_1.txt,B1+,Prepositions
11291,2014_EEm_36_1.txt,B1+,Choice of tense
11292,2014_EEm_36_1.txt,B1+,Word order
11293,2014_EEm_36_1.txt,B1+,Redundant component in clause or sentence
11326,2014_EEm_37_1.txt,B1+,Spelling
11327,2014_EEm_37_1.txt,B1+,Choice of lexical item
11328,2014_EEm_37_1.txt,B1+,Punctuation
11329,2014_EEm_37_1.txt,B1+,Choice of lexical item
11330,2014_EEm_37_1.txt,B1+,Choice of lexical item
11331,2014_EEm_37_1.txt,B1+,Spelling
11332,2014_EEm_37_1.txt,B1+,Choice of lexical item
11333,2014_EEm_37_1.txt,B1+,Redundant component in clause or sentence
11334,2014_EEm_37_1.txt,B1+,Agreement
11335,2014_EEm_37_1.txt,B1+,Choice of lexical item
11336,2014_EEm_37_1.txt,B1+,Spelling
11337,2014_EEm_37_1.txt,B1+,Choice of lexical item
11338,2014_EEm_37_1.txt,B1+,Noun number
11339,2014_EEm_37_1.txt,B1+,Absence of a component in clause or sentence
11340,2014_EEm_37_1.txt,B1+,Spelling
11341,2014_EEm_37_1.txt,B1+,Choice of lexical item
11342,2014_EEm_37_1.txt,B1+,Absence of necessary explanation or detail
11343,2014_EEm_37_1.txt,B1+,Spelling
11344,2014_EEm_37_1.txt,B1+,Choice of lexical item
11361,2014_EEm_38_1.txt,B1+,Spelling
11362,2014_EEm_38_1.txt,B1+,Spelling
11363,2014_EEm_38_1.txt,B1+,Spelling
11364,2014_EEm_38_1.txt,B1+,Spelling
11365,2014_EEm_38_1.txt,B1+,Spelling
11366,2014_EEm_38_1.txt,B1+,Spelling
11367,2014_EEm_38_1.txt,B1+,Choice of lexical item
11368,2014_EEm_38_1.txt,B1+,Word choice
11369,2014_EEm_38_1.txt,B1+,Punctuation
11370,2014_EEm_38_1.txt,B1+,Punctuation
11371,2014_EEm_38_1.txt,B1+,Prepositions
11372,2014_EEm_38_1.txt,B1+,Prepositions
11373,2014_EEm_38_1.txt,B1+,Articles
11374,2014_EEm_38_1.txt,B1+,Agreement
11375,2014_EEm_38_1.txt,B1+,Determiners
11376,2014_EEm_38_1.txt,B1+,Prepositions
11377,2014_EEm_38_1.txt,B1+,Prepositions
11378,2014_EEm_38_1.txt,B1+,Articles
11379,2014_EEm_38_1.txt,B1+,Articles
11380,2014_EEm_38_1.txt,B1+,Articles
11381,2014_EEm_38_1.txt,B1+,Articles
11382,2014_EEm_38_1.txt,B1+,Prepositions
11383,2014_EEm_38_1.txt,B1+,Tense form
11384,2014_EEm_38_1.txt,B1+,Redundant component in clause or sentence
11385,2014_EEm_38_1.txt,B1+,Prepositions
11386,2014_EEm_38_1.txt,B1+,Punctuation
11387,2014_EEm_38_1.txt,B1+,Articles
11388,2014_EEm_38_1.txt,B1+,Absence of a component in clause or sentence
11389,2014_EEm_38_1.txt,B1+,Spelling
11390,2014_EEm_38_1.txt,B1+,Prepositions
11391,2014_EEm_38_1.txt,B1+,Spelling
11392,2014_EEm_38_1.txt,B1+,Choice of lexical item
11393,2014_EEm_38_1.txt,B1+,Articles
11394,2014_EEm_38_1.txt,B1+,Spelling
11395,2014_EEm_38_1.txt,B1+,Punctuation
11396,2014_EEm_38_1.txt,B1+,Prepositions
11397,2014_EEm_38_1.txt,B1+,Prepositions
11398,2014_EEm_38_1.txt,B1+,Spelling
11399,2014_EEm_38_1.txt,B1+,Word order
11400,2014_EEm_38_1.txt,B1+,Choice of lexical item
11401,2014_EEm_38_1.txt,B1+,Articles
11402,2014_EEm_38_1.txt,B1+,Articles
11403,2014_EEm_38_1.txt,B1+,Choice of lexical item
11404,2014_EEm_38_1.txt,B1+,Choice of tense
11405,2014_EEm_38_1.txt,B1+,Absence of a component in clause or sentence
11406,2014_EEm_38_1.txt,B1+,Articles
11407,2014_EEm_38_1.txt,B1+,Choice of lexical item
11408,2014_EEm_38_1.txt,B1+,Confusion of categories
11409,2014_EEm_38_1.txt,B1+,Punctuation
11410,2014_EEm_38_1.txt,B1+,Choice of lexical item
11411,2014_EEm_38_1.txt,B1+,Articles
11412,2014_EEm_38_1.txt,B1+,Spelling
11413,2014_EEm_38_1.txt,B1+,Choice of tense
11414,2014_EEm_38_1.txt,B1+,Redundant component in clause or sentence
11415,2014_EEm_38_1.txt,B1+,Spelling
11416,2014_EEm_38_1.txt,B1+,Redundant component in clause or sentence
11417,2014_EEm_38_1.txt,B1+,Redundant component in clause or sentence
11468,2014_EEm_39_1.txt,B2+,Prepositions
11469,2014_EEm_39_1.txt,B2+,Articles
11470,2014_EEm_39_1.txt,B2+,Choice of lexical item
11471,2014_EEm_39_1.txt,B2+,Choice of lexical item
11472,2014_EEm_39_1.txt,B2+,Articles
11473,2014_EEm_39_1.txt,B2+,Articles
11474,2014_EEm_39_1.txt,B2+,Prepositions
11475,2014_EEm_39_1.txt,B2+,Choice of lexical item
11476,2014_EEm_39_1.txt,B2+,Redundant component in clause or sentence
11477,2014_EEm_39_1.txt,B2+,Choice of lexical item
11478,2014_EEm_39_1.txt,B2+,Choice of lexical item
11479,2014_EEm_39_1.txt,B2+,Articles
11480,2014_EEm_39_1.txt,B2+,Relative clauses
11481,2014_EEm_39_1.txt,B2+,Redundant component in clause or sentence
11482,2014_EEm_39_1.txt,B2+,Articles
11483,2014_EEm_39_1.txt,B2+,Choice of lexical item
11505,2014_EEm_3_1.txt,B1+,Articles
11506,2014_EEm_3_1.txt,B1+,Choice of tense
11507,2014_EEm_3_1.txt,B1+,Articles
11508,2014_EEm_3_1.txt,B1+,Word order
11509,2014_EEm_3_1.txt,B1+,Articles
11510,2014_EEm_3_1.txt,B1+,Articles
11511,2014_EEm_3_1.txt,B1+,Articles
11512,2014_EEm_3_1.txt,B1+,Choice of lexical item
11513,2014_EEm_3_1.txt,B1+,Articles
11514,2014_EEm_3_1.txt,B1+,Tense form
11515,2014_EEm_3_1.txt,B1+,Articles
11516,2014_EEm_3_1.txt,B1+,Articles
11517,2014_EEm_3_1.txt,B1+,Punctuation
11527,2014_EEm_40_1.txt,B1+,Derivational affixes
11528,2014_EEm_40_1.txt,B1+,Absence of necessary explanation or detail
11529,2014_EEm_40_1.txt,B1+,Spelling
11530,2014_EEm_40_1.txt,B1+,Word order
11531,2014_EEm_40_1.txt,B1+,Prepositions
11532,2014_EEm_40_1.txt,B1+,Choice of lexical item
11533,2014_EEm_40_1.txt,B1+,Spelling
11534,2014_EEm_40_1.txt,B1+,Choice of lexical item
11535,2014_EEm_40_1.txt,B1+,Spelling
11536,2014_EEm_40_1.txt,B1+,Prepositions
11537,2014_EEm_40_1.txt,B1+,Choice of lexical item
11555,2014_EEm_4_1.txt,B1+,Spelling
11556,2014_EEm_4_1.txt,B1+,Spelling
11557,2014_EEm_4_1.txt,B1+,Redundant component in clause or sentence
11558,2014_EEm_4_1.txt,B1+,Articles
11559,2014_EEm_4_1.txt,B1+,Choice of lexical item
11560,2014_EEm_4_1.txt,B1+,Spelling
11561,2014_EEm_4_1.txt,B1+,Spelling
11580,2014_EEm_5_1.txt,B1+,"Change, addition, deletion of a part of collocation"
11581,2014_EEm_5_1.txt,B1+,Redundant component in clause or sentence
11582,2014_EEm_5_1.txt,B1+,Numerals
11583,2014_EEm_5_1.txt,B1+,Numerals
11584,2014_EEm_5_1.txt,B1+,Absence of necessary explanation or detail
11585,2014_EEm_5_1.txt,B1+,Choice of tense
11586,2014_EEm_5_1.txt,B1+,Punctuation
11587,2014_EEm_5_1.txt,B1+,Spelling
11588,2014_EEm_5_1.txt,B1+,"Change, addition, deletion of a part of collocation"
11589,2014_EEm_5_1.txt,B1+,Spelling
11590,2014_EEm_5_1.txt,B1+,Spelling
11591,2014_EEm_5_1.txt,B1+,Prepositional noun
11592,2014_EEm_5_1.txt,B1+,Choice of lexical item
11593,2014_EEm_5_1.txt,B1+,Word choice
11594,2014_EEm_5_1.txt,B1+,Articles
11595,2014_EEm_5_1.txt,B1+,Choice of tense
11596,2014_EEm_5_1.txt,B1+,Choice of tense
11597,2014_EEm_5_1.txt,B1+,Countable/uncountable
11598,2014_EEm_5_1.txt,B1+,Punctuation
11599,2014_EEm_5_1.txt,B1+,Choice of lexical item
11600,2014_EEm_5_1.txt,B1+,Punctuation
11601,2014_EEm_5_1.txt,B1+,Spelling
11602,2014_EEm_5_1.txt,B1+,Word choice
11603,2014_EEm_5_1.txt,B1+,Choice of tense
11604,2014_EEm_5_1.txt,B1+,Word choice
11605,2014_EEm_5_1.txt,B1+,Choice of tense
11606,2014_EEm_5_1.txt,B1+,Prepositions
11607,2014_EEm_5_1.txt,B1+,Articles
11608,2014_EEm_5_1.txt,B1+,Choice of tense
11609,2014_EEm_5_1.txt,B1+,Spelling
11610,2014_EEm_5_1.txt,B1+,Prepositions
11611,2014_EEm_5_1.txt,B1+,Choice of tense
11612,2014_EEm_5_1.txt,B1+,Choice of tense
11613,2014_EEm_5_1.txt,B1+,Choice of lexical item
11614,2014_EEm_5_1.txt,B1+,Choice of lexical item
11615,2014_EEm_5_1.txt,B1+,Spelling
11616,2014_EEm_5_1.txt,B1+,Articles
11617,2014_EEm_5_1.txt,B1+,Choice of tense
11618,2014_EEm_5_1.txt,B1+,Linking device
11619,2014_EEm_5_1.txt,B1+,Choice of tense
11620,2014_EEm_5_1.txt,B1+,Punctuation
11621,2014_EEm_5_1.txt,B1+,Countable/uncountable
11622,2014_EEm_5_1.txt,B1+,Choice of tense
11623,2014_EEm_5_1.txt,B1+,Choice of lexical item
11624,2014_EEm_5_1.txt,B1+,Punctuation
11625,2014_EEm_5_1.txt,B1+,Spelling
11626,2014_EEm_5_1.txt,B1+,Choice of tense
11627,2014_EEm_5_1.txt,B1+,Derivational affixes
11628,2014_EEm_5_1.txt,B1+,Articles
11629,2014_EEm_5_1.txt,B1+,Word order
11630,2014_EEm_5_1.txt,B1+,Choice of tense
11700,2014_EEm_6_1.txt,B1+,Articles
11701,2014_EEm_6_1.txt,B1+,Absence of necessary explanation or detail
11702,2014_EEm_6_1.txt,B1+,Articles
11703,2014_EEm_6_1.txt,B1+,Articles
11711,2014_EEm_7_1.txt,B1+,Redundant component in clause or sentence
11712,2014_EEm_7_1.txt,B1+,Redundant component in clause or sentence
11713,2014_EEm_7_1.txt,B1+,Redundant component in clause or sentence
11714,2014_EEm_7_1.txt,B1+,Redundant component in clause or sentence
11715,2014_EEm_7_1.txt,B1+,Redundant component in clause or sentence
11716,2014_EEm_7_1.txt,B1+,Redundant component in clause or sentence
11717,2014_EEm_7_1.txt,B1+,Choice of lexical item
11718,2014_EEm_7_1.txt,B1+,Punctuation
11719,2014_EEm_7_1.txt,B1+,Spelling
11720,2014_EEm_7_1.txt,B1+,Spelling
11721,2014_EEm_7_1.txt,B1+,Spelling
11722,2014_EEm_7_1.txt,B1+,Spelling
11723,2014_EEm_7_1.txt,B1+,Spelling
11724,2014_EEm_7_1.txt,B1+,Spelling
11725,2014_EEm_7_1.txt,B1+,Spelling
11726,2014_EEm_7_1.txt,B1+,Spelling
11727,2014_EEm_7_1.txt,B1+,Spelling
11728,2014_EEm_7_1.txt,B1+,Spelling
11729,2014_EEm_7_1.txt,B1+,Spelling
11730,2014_EEm_7_1.txt,B1+,Articles
11731,2014_EEm_7_1.txt,B1+,Confusion of structures
11732,2014_EEm_7_1.txt,B1+,Choice of lexical item
11733,2014_EEm_7_1.txt,B1+,"Change, addition, deletion of a part of collocation"
11734,2014_EEm_7_1.txt,B1+,Degree of comparison
11735,2014_EEm_7_1.txt,B1+,Choice of lexical item
11736,2014_EEm_7_1.txt,B1+,Absence of a component in clause or sentence
11737,2014_EEm_7_1.txt,B1+,Voice
11738,2014_EEm_7_1.txt,B1+,Spelling
11739,2014_EEm_7_1.txt,B1+,Word order
11740,2014_EEm_7_1.txt,B1+,Articles
11741,2014_EEm_7_1.txt,B1+,Articles
11742,2014_EEm_7_1.txt,B1+,Linking device
11743,2014_EEm_7_1.txt,B1+,Absence of necessary explanation or detail
11744,2014_EEm_7_1.txt,B1+,Verb pattern
11745,2014_EEm_7_1.txt,B1+,Coherence
11746,2014_EEm_7_1.txt,B1+,Choice of tense
11747,2014_EEm_7_1.txt,B1+,Spelling
11748,2014_EEm_7_1.txt,B1+,Degree of comparison
11749,2014_EEm_7_1.txt,B1+,Articles
11750,2014_EEm_7_1.txt,B1+,Tense form
11751,2014_EEm_7_1.txt,B1+,Spelling
11752,2014_EEm_7_1.txt,B1+,Confusion of structures
11753,2014_EEm_7_1.txt,B1+,Linking device
11754,2014_EEm_7_1.txt,B1+,Choice of lexical item
11755,2014_EEm_7_1.txt,B1+,Choice of lexical item
11756,2014_EEm_7_1.txt,B1+,Prepositions
11757,2014_EEm_7_1.txt,B1+,"Change, addition, deletion of a part of collocation"
11758,2014_EEm_7_1.txt,B1+,Absence of necessary explanation or detail
11759,2014_EEm_7_1.txt,B1+,Confusion of categories
11760,2014_EEm_7_1.txt,B1+,Choice of lexical item
11761,2014_EEm_7_1.txt,B1+,Participle or gerund construction
11762,2014_EEm_7_1.txt,B1+,Agreement
11763,2014_EEm_7_1.txt,B1+,Linking device
11764,2014_EEm_7_1.txt,B1+,Choice of lexical item
11765,2014_EEm_7_1.txt,B1+,Punctuation
11789,2014_EEm_8_1.txt,B1+,Redundant component in clause or sentence
11790,2014_EEm_8_1.txt,B1+,Redundant component in clause or sentence
11791,2014_EEm_8_1.txt,B1+,Articles
11792,2014_EEm_8_1.txt,B1+,Choice of lexical item
11793,2014_EEm_8_1.txt,B1+,Word order
11794,2014_EEm_8_1.txt,B1+,Articles
11795,2014_EEm_8_1.txt,B1+,Choice of tense
11796,2014_EEm_8_1.txt,B1+,Prepositions
11797,2014_EEm_8_1.txt,B1+,Prepositions
11798,2014_EEm_8_1.txt,B1+,Articles
11799,2014_EEm_8_1.txt,B1+,Word order
11800,2014_EEm_8_1.txt,B1+,Articles
11801,2014_EEm_8_1.txt,B1+,Choice of tense
11802,2014_EEm_8_1.txt,B1+,"Change, addition, deletion of a part of collocation"
11803,2014_EEm_8_1.txt,B1+,Articles
11804,2014_EEm_8_1.txt,B1+,Word choice
11805,2014_EEm_8_1.txt,B1+,Articles
11806,2014_EEm_8_1.txt,B1+,Choice of lexical item
11807,2014_EEm_8_1.txt,B1+,Spelling
11808,2014_EEm_8_1.txt,B1+,Articles
11809,2014_EEm_8_1.txt,B1+,Spelling
11810,2014_EEm_8_1.txt,B1+,Word choice
11811,2014_EEm_8_1.txt,B1+,Relative clauses
11812,2014_EEm_8_1.txt,B1+,Spelling
11813,2014_EEm_8_1.txt,B1+,Word order
11814,2014_EEm_8_1.txt,B1+,Punctuation
11815,2014_EEm_8_1.txt,B1+,Noun number
11816,2014_EEm_8_1.txt,B1+,Word choice
11817,2014_EEm_8_1.txt,B1+,Confusion of categories
11818,2014_EEm_8_1.txt,B1+,Relative clauses
11819,2014_EEm_8_1.txt,B1+,Word order
